,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
613734,2425198,1840483,9.74,2372762.0,1840483,5.07
613736,2425288,1906080,8.8,2430626.0,1906080,43.7
613737,2425482,1846565,8.74,2372609.0,1846565,3.94
613743,2425482,1846566,3.74,2372609.0,1846566,2.77
613749,2425482,1846567,3.7,2372609.0,1846567,2.52
613755,2425482,1846568,6.42,2372609.0,1846568,5.0
613761,2425482,1846569,3.71,2372609.0,1846569,4.97
613762,2425583,1868666,9.91,2419613.0,1868666,9.91
613764,2425605,1896861,21.46,2387817.0,1896861,19.21
613770,2425605,1896862,96.36,2387817.0,1896862,26.35
613776,2425605,1896863,96.44,2387817.0,1896863,93.4
613782,2425605,1896864,100.0,2387817.0,1896864,79.48
613783,2425632,1931472,1.5,2451961.0,1931472,1.4
613790,2425632,1931473,0.92,2451961.0,1931473,0.79
613797,2425632,1931474,0.72,2451961.0,1931474,0.69
613804,2425632,1931475,1.1,2451961.0,1931475,1.1
613811,2425632,1931476,1.4,2451961.0,1931476,1.5
613818,2425632,1931477,0.0153,2451961.0,1931477,0.0107
613819,2425714,1931456,8.6,2438276.0,1931456,7.1
613822,2425714,1931457,93.8,2438276.0,1931457,74.0
613823,2426073,1891517,200.0,2344583.0,1891517,103.0
613824,2426171,1903451,215.0,2439554.0,1903451,303.0
613825,2426379,1868702,3.6,1766247.0,1868702,3.5
613826,2426423,1931413,250.0,2434021.0,1931413,250.0
613827,2426464,1895022,0.28,2371836.0,1895022,0.44
613830,2426464,1895023,5.2,2371836.0,1895023,8.9
613831,2428827,1895022,0.08,2371836.0,1895022,0.44
613834,2428827,1895023,0.25,2371836.0,1895023,8.9
613835,2455152,1895022,0.14,2371836.0,1895022,0.44
613838,2455152,1895023,1.6,2371836.0,1895023,8.9
613839,2426510,1862201,22.9,2363063.0,1862201,50.0
613845,2426510,1862202,20.5,2363063.0,1862202,15.7
613851,2426510,1862203,24.6,2363063.0,1862203,26.5
613857,2426510,1862204,50.0,2363063.0,1862204,23.2
613863,2426510,1862205,50.0,2363063.0,1862205,50.0
613864,2426664,1855371,0.93,2343792.0,1855371,4.56
613865,2453338,1855371,2.16,2343792.0,1855371,4.56
613866,2426667,1829556,15.25,2345086.0,1829556,20.0
613869,2426667,1829557,20.0,2345086.0,1829557,20.0
613870,2426865,1929453,87.2,2388196.0,1929453,17.8
613872,2426981,1908194,4.74,2458125.0,1908194,6.23
613873,2427047,1915772,10.0,2401424.0,1915772,10.0
613874,2427109,1931413,50.0,2405239.0,1931413,50.0
613875,2427196,1936249,589.0,2458166.0,1936249,730.0
613880,2427196,1936250,3000.0,2458166.0,1936250,3000.0
613885,2427196,1936251,3000.0,2458166.0,1936251,3000.0
613890,2427196,1936255,,2458166.0,1936255,
613891,2427277,1936904,1.4,2392024.0,1936904,9.2
613892,2427306,1931413,50.0,2445199.0,1931413,50.0
613895,2427306,1931414,50.0,2445199.0,1931414,50.0
613896,2427349,1931618,10.0,2399022.0,1931618,0.2
613899,2427349,1931619,,2399022.0,1931619,0.2
613900,2427526,1895599,107.0,2442956.0,1895599,3.1
613903,2427526,1895600,5.0,2442956.0,1895600,5.0
613904,2427549,1828892,100.0,2377390.0,1828892,53.87
613908,2427549,1828893,100.0,2377390.0,1828893,49.01
613909,2427549,1828893,100.0,2377390.0,1828893,4.30971
613910,2427621,1879255,200.0,2379484.0,1879255,47.5
613914,2427621,1879256,200.0,2379484.0,1879256,200.0
613918,2427621,1879257,200.0,2379484.0,1879257,21.5
613919,2427848,1809171,0.082,2446147.0,1809171,5.18
613922,2427848,1809172,0.041,2446147.0,1809172,10.0
613923,2427858,1879255,1.5,2350799.0,1879255,6.2
613927,2427858,1879256,10.7,2350799.0,1879256,86.4
613931,2427858,1879257,200.0,2350799.0,1879257,180.9
613932,2427993,1891961,12.0,2380774.0,1891961,7.5
613933,2428036,1936902,0.003,2425487.0,1936902,0.004
613936,2428036,1936904,0.8,2425487.0,1936904,1.1
613939,2428081,1906164,0.525,2358965.0,1906164,0.921
613942,2428081,1906165,3.112,2358965.0,1906165,6.757
613943,2428117,1815523,0.34,2356629.0,1815523,1.23
613944,2428588,1884388,3.223,2462337.0,1884388,1.753
613953,2428588,1884389,1.45,2462337.0,1884389,1.061
613962,2428588,1884390,51.0,2462337.0,1884390,38.0
613971,2428588,1884391,5.41,2462337.0,1884391,4.92
613980,2428588,1884392,50.25,2462337.0,1884392,91.8
613989,2428588,1884393,84.41,2462337.0,1884393,175.6
613998,2428588,1884473,1000.0,2462337.0,1884473,1000.0
614007,2428588,1884474,1000.0,2462337.0,1884474,1000.0
614009,2428642,1882765,0.47,2348476.0,1882765,0.77
614010,2428642,1882766,1.19,2348476.0,1882766,0.29
614012,2428655,1880801,5.0,2372112.0,1880801,35.0
614017,2428655,1880800,2.0,2372112.0,1880800,5.0
614022,2428655,1880799,106.0,2372112.0,1880799,149.0
614027,2428655,1880798,123.0,2372112.0,1880798,695.0
614028,2428683,1886299,6.42,2462628.0,1886299,0.872
614029,2428788,1834273,7.44,2381301.0,1834273,7.87
614032,2428788,1834274,6.83,2381301.0,1834274,7.11
614036,2429016,1931623,300.0,1143039.0,1931623,300.0
614037,2429084,1915747,0.1,2447044.0,1915747,0.1
614040,2429084,1915748,0.1,2447044.0,1915748,0.1
614041,2429110,1903437,1000.0,2384692.0,1903437,15.61
614042,2448192,1903437,450.0,2384692.0,1903437,15.61
614043,2429212,1896961,50.21,2343568.0,1896961,60.67
614044,2429283,1875321,20.0,2381620.0,1875321,20.0
614047,2429283,1875322,64.0,2381620.0,1875322,64.0
614049,2429372,1901039,0.113,2047110.0,1901039,0.206
614055,2429372,1901040,0.052,2047110.0,1901040,0.066
614061,2429372,1901041,0.067,2047110.0,1901041,0.109
