,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
383406,1347542,824566,4.88,1347539.0,824566,2.36
383425,1347542,824569,6.57,1347539.0,824569,0.76
383447,1347542,824564,7.56,1347539.0,824564,1.51
383471,1347542,824565,10.0,1347539.0,824565,4.56
383493,1347542,824567,10.0,1347539.0,824567,4.66
383512,1347542,824568,10.0,1347539.0,824568,3.29
383530,1347544,824564,10.0,1347684.0,824564,10.0
383537,1347544,824565,10.0,1347684.0,824565,10.0
383544,1347544,824566,10.0,1347684.0,824566,10.0
383551,1347544,824567,10.0,1347684.0,824567,10.0
383558,1347544,824568,10.0,1347684.0,824568,10.0
383565,1347544,824569,10.0,1347684.0,824569,10.0
383566,1347545,824564,10.0,1347684.0,824564,10.0
383573,1347545,824565,10.0,1347684.0,824565,10.0
383580,1347545,824566,10.0,1347684.0,824566,10.0
383587,1347545,824567,10.0,1347684.0,824567,10.0
383594,1347545,824568,10.0,1347684.0,824568,10.0
383601,1347545,824569,10.0,1347684.0,824569,10.0
383602,1347714,824583,57.1,1347710.0,824583,1000.0
383605,1347714,824702,395.5,1347710.0,824702,1000.0
383606,1347790,823605,429.0,1347782.0,823605,196.0
383610,1347790,823597,749.0,1347782.0,823597,403.0
383614,1347790,823596,29.0,1347782.0,823596,15.0
383615,1347791,823605,462.0,1347782.0,823605,196.0
383619,1347791,823597,396.0,1347782.0,823597,403.0
383623,1347791,823596,22.0,1347782.0,823596,15.0
383624,1347792,823605,637.0,1347782.0,823605,196.0
383628,1347792,823597,834.0,1347782.0,823597,403.0
383632,1347792,823596,53.0,1347782.0,823596,15.0
383633,1348101,824298,44.2,1348100.0,824298,100.0
383638,1348101,824300,23.0,1348100.0,824300,100.0
383643,1348101,824302,100.0,1348100.0,824302,100.0
383648,1348101,824304,75.8,1348100.0,824304,100.0
383649,1348170,824923,200.0,1348167.0,824923,170.71
383654,1348170,824924,200.0,1348167.0,824924,200.0
383659,1348170,824925,200.0,1348167.0,824925,200.0
383664,1348170,824926,126.4,1348167.0,824926,200.0
383665,1348172,824923,200.0,1348167.0,824923,170.71
383670,1348172,824924,200.0,1348167.0,824924,200.0
383675,1348172,824925,163.02,1348167.0,824925,200.0
383680,1348172,824926,200.0,1348167.0,824926,200.0
383681,1348194,826034,2.5,1348373.0,826034,7.0
383682,1348206,823533,11.85,1348204.0,823533,0.114
383683,1348209,823533,0.015,1348207.0,823533,0.01
383684,1348278,824302,100.0,1348277.0,824302,30.3
383687,1348278,824304,22.3,1348277.0,824304,100.0
383688,1348371,826034,2.2,1348374.0,826034,1.9
383689,1348372,826034,1.0,1348375.0,826034,1.6
383690,1348406,823848,0.64,1348401.0,823848,0.575
383693,1348406,823845,0.5,1348401.0,823845,0.818
383694,1348575,824434,0.124,1348576.0,824434,0.149
383695,1348577,824434,0.419,1348576.0,824434,0.149
383696,1348586,824434,0.101,1348585.0,824434,0.165
383697,1348593,824468,49.7,1348592.0,824468,100.0
383701,1348593,824468,49.7,1348592.0,824468,
383708,1348593,824469,100.0,1348592.0,824469,100.0
383712,1348593,824469,100.0,1348592.0,824469,
383719,1348593,824470,100.0,1348592.0,824470,100.0
383723,1348593,824470,100.0,1348592.0,824470,
383730,1348593,824471,100.0,1348592.0,824471,100.0
383734,1348593,824471,100.0,1348592.0,824471,
383737,1348593,824468,,1348592.0,824468,100.0
383741,1348593,824468,,1348592.0,824468,
383748,1348593,824469,,1348592.0,824469,100.0
383752,1348593,824469,,1348592.0,824469,
383759,1348593,824470,,1348592.0,824470,100.0
383763,1348593,824470,,1348592.0,824470,
383770,1348593,824471,,1348592.0,824471,100.0
383774,1348593,824471,,1348592.0,824471,
383785,1348593,824589,100.0,1348592.0,824589,100.0
383796,1348593,824590,100.0,1348592.0,824590,100.0
383797,1348612,824517,5.43,1348606.0,824517,4.89
383803,1348612,824518,23.1,1348606.0,824518,19.6
383809,1348612,824519,50.0,1348606.0,824519,50.0
383812,1348613,824517,4.67,1348606.0,824517,4.89
383818,1348613,824518,50.0,1348606.0,824518,19.6
383824,1348613,824519,,1348606.0,824519,50.0
383827,1348623,824517,10.0,1348619.0,824517,10.0
383831,1348623,824518,50.0,1348619.0,824518,50.0
383835,1348623,824519,,1348619.0,824519,
383836,1348624,824517,10.0,1348619.0,824517,10.0
383840,1348624,824518,50.0,1348619.0,824518,50.0
383844,1348624,824519,,1348619.0,824519,
383845,1348646,824644,24.0,1348636.0,824644,124.0
383846,1348647,824644,,1348637.0,824644,
383931,1348777,824644,54.0,1348768.0,824644,54.0
383932,1348778,824644,178.0,1348652.0,824644,61.0
383933,1348779,824644,90.0,1348767.0,824644,84.0
383934,1348780,824644,69.0,1348767.0,824644,84.0
383935,1348860,825221,0.088,1348859.0,825221,0.033
383936,1348861,825221,0.11,1348859.0,825221,0.033
383937,1348888,825257,7.2,1348890.0,825257,5.7
383940,1348888,825258,3.5,1348890.0,825258,6.8
383941,1348895,825257,11.0,1348882.0,825257,26.0
383944,1348895,825258,9.0,1348882.0,825258,25.0
383945,1348899,825257,19.3,1348900.0,825257,1.1
383948,1348899,825258,18.0,1348900.0,825258,1.7
383949,1348980,823386,5.5,1348813.0,823386,70.0
383950,1349582,823386,6.0,1348813.0,823386,70.0
383955,1349195,825804,0.37,1349306.0,825804,0.25
383958,1349195,825805,0.44,1349306.0,825805,0.49
383959,1349196,825804,0.58,1349306.0,825804,0.25
383962,1349196,825805,0.59,1349306.0,825805,0.49
383963,1349201,825804,0.5,1349306.0,825804,0.25
383966,1349201,825805,0.53,1349306.0,825805,0.49
383967,1349209,823806,1100.0,647914.0,823806,1100.0
383971,1349209,823805,100.0,647914.0,823805,100.0
383975,1349209,823807,,647914.0,823807,
383976,1349291,825804,1.1,1349329.0,825804,0.66
383979,1349291,825805,4.1,1349329.0,825805,0.98
383980,1349303,825804,1.3,1349329.0,825804,0.66
383983,1349303,825805,1.7,1349329.0,825805,0.98
383984,1349332,825804,0.9,1349329.0,825804,0.66
383987,1349332,825805,1.5,1349329.0,825805,0.98
383988,1349337,825804,0.57,1349329.0,825804,0.66
383991,1349337,825805,5.0,1349329.0,825805,0.98
383992,1349299,825804,0.98,1349292.0,825804,0.33
383995,1349299,825805,10.0,1349292.0,825805,2.6
383996,1349314,825804,0.71,1349304.0,825804,0.4
383999,1349314,825805,0.44,1349304.0,825805,0.41
384000,1349315,825804,0.8,1349304.0,825804,0.4
384003,1349315,825805,0.41,1349304.0,825805,0.41
384004,1349364,823951,1.05,1349362.0,823951,9.65
384009,1349364,823952,0.93,1349362.0,823952,2.62
384014,1349364,823953,3.06,1349362.0,823953,9.6
384019,1349364,823954,2.42,1349362.0,823954,4.3
384020,1349368,823951,0.64,1349366.0,823951,4.67
384025,1349368,823952,0.63,1349366.0,823952,1.98
384030,1349368,823953,2.86,1349366.0,823953,4.04
384035,1349368,823954,3.51,1349366.0,823954,2.13
384036,1349376,823951,0.21,1349374.0,823951,1.03
384041,1349376,823952,0.65,1349374.0,823952,0.75
384046,1349376,823953,0.98,1349374.0,823953,1.42
384051,1349376,823954,0.78,1349374.0,823954,1.38
384067,1349691,824344,2.51,1349687.0,824344,2.33
384073,1349691,824345,4.61,1349687.0,824345,1.49
384079,1349691,824346,5.01,1349687.0,824346,6.99
384085,1349691,824347,5.02,1349687.0,824347,5.96
384091,1349691,824348,6.46,1349687.0,824348,8.37
384092,1349692,824344,1.87,1349687.0,824344,2.33
384098,1349692,824345,2.84,1349687.0,824345,1.49
384104,1349692,824346,3.6,1349687.0,824346,6.99
384110,1349692,824347,4.59,1349687.0,824347,5.96
384116,1349692,824348,6.07,1349687.0,824348,8.37
384117,1349701,824344,4.07,1349697.0,824344,3.77
384123,1349701,824345,12.7,1349697.0,824345,8.18
384129,1349701,824346,2.39,1349697.0,824346,3.05
384135,1349701,824347,8.5,1349697.0,824347,6.99
384141,1349701,824348,8.64,1349697.0,824348,6.55
384142,1349702,824344,4.53,1349697.0,824344,3.77
384148,1349702,824345,16.1,1349697.0,824345,8.18
384154,1349702,824346,8.3,1349697.0,824346,3.05
384160,1349702,824347,25.8,1349697.0,824347,6.99
384166,1349702,824348,15.3,1349697.0,824348,6.55
384167,1349703,824344,8.84,1349686.0,824344,24.2
384173,1349703,824345,16.5,1349686.0,824345,33.3
384179,1349703,824346,9.28,1349686.0,824346,19.7
384185,1349703,824347,16.8,1349686.0,824347,22.3
384191,1349703,824348,16.5,1349686.0,824348,29.9
384534,1349750,823517,0.06,1349756.0,823517,0.64
384537,1349750,823518,0.22,1349756.0,823518,0.87
384538,1349764,823543,0.4,1349607.0,823543,0.4
384546,1349764,823544,0.4,1349607.0,823544,0.3
384554,1349764,823545,3.6,1349607.0,823545,2.1
384562,1349764,823549,54.0,1349607.0,823549,6.4
384570,1349764,823567,50.0,1349607.0,823567,50.0
384578,1349764,823568,50.0,1349607.0,823568,50.0
384586,1349764,823569,50.0,1349607.0,823569,50.0
384587,1349803,823928,200.0,1349802.0,823928,200.0
384592,1349803,823929,200.0,1349802.0,823929,200.0
384597,1349803,823930,200.0,1349802.0,823930,200.0
384602,1349803,824060,200.0,1349802.0,824060,200.0
384603,1349806,823928,200.0,1349808.0,823928,60.94
384608,1349806,823929,200.0,1349808.0,823929,152.59
384613,1349806,823930,200.0,1349808.0,823930,49.0
384618,1349806,824060,126.4,1349808.0,824060,200.0
384619,1349837,824371,216.8,1349828.0,824371,138.0
384620,1349840,824371,150.5,1349828.0,824371,138.0
384621,1349854,824371,178.2,1349828.0,824371,138.0
384622,1349845,824371,789.5,1349829.0,824371,684.5
384623,1349848,824371,577.9,1349829.0,824371,684.5
384624,1349858,824371,587.8,1349829.0,824371,684.5
384625,1349896,826632,0.37,1349893.0,826632,0.36
384626,1349983,827575,7.68,1349964.0,827575,5.91
384630,1349983,827571,21.62,1349964.0,827571,94.24
384634,1349983,827570,71.95,1349964.0,827570,48.33
384635,1349984,827575,4.75,1349964.0,827575,5.91
384639,1349984,827571,12.56,1349964.0,827571,94.24
384643,1349984,827570,8.4,1349964.0,827570,48.33
384644,1349985,827575,10.41,1349964.0,827575,5.91
384648,1349985,827571,39.54,1349964.0,827571,94.24
384652,1349985,827570,45.62,1349964.0,827570,48.33
384653,1349991,827575,2.86,1349964.0,827575,5.91
384657,1349991,827571,16.36,1349964.0,827571,94.24
384661,1349991,827570,13.15,1349964.0,827570,48.33
384662,1349992,827575,4.66,1349964.0,827575,5.91
384666,1349992,827571,69.18,1349964.0,827571,94.24
384670,1349992,827570,15.61,1349964.0,827570,48.33
384671,1349993,827575,18.62,1349964.0,827575,5.91
384675,1349993,827571,90.72,1349964.0,827571,94.24
384679,1349993,827570,20.32,1349964.0,827570,48.33
384680,1349994,827575,2.83,1349964.0,827575,5.91
384684,1349994,827571,14.04,1349964.0,827571,94.24
384688,1349994,827570,5.58,1349964.0,827570,48.33
384689,1349995,827575,9.9,1349964.0,827575,5.91
384693,1349995,827571,353.14,1349964.0,827571,94.24
384697,1349995,827570,26.3,1349964.0,827570,48.33
384698,1349998,827575,5.0,1349965.0,827575,7.2
384702,1349998,827571,1278.48,1349965.0,827571,230.32
384706,1349998,827570,46.94,1349965.0,827570,81.06
384707,1349999,827575,14.88,1349966.0,827575,7.22
384711,1349999,827571,1191.31,1349966.0,827571,132.4
384715,1349999,827570,112.33,1349966.0,827570,25.44
384716,1350002,827575,8.93,1349966.0,827575,7.22
384720,1350002,827571,797.7,1349966.0,827571,132.4
384724,1350002,827570,71.58,1349966.0,827570,25.44
384725,1350000,827575,10.07,1349967.0,827575,11.95
384729,1350000,827571,1267.64,1349967.0,827571,549.95
384733,1350000,827570,60.19,1349967.0,827570,108.25
384734,1350094,826559,15.0,1350083.0,826559,15.0
384735,1350098,826559,22.0,1350093.0,826559,41.0
384736,1350258,828171,241.1,1350257.0,828171,68.4
384739,1350258,828170,166.2,1350257.0,828170,419.0
384740,1350279,826725,0.18,1350284.0,826725,2.2
384741,1350296,826990,0.3,1350295.0,826990,0.022
384744,1350296,826991,10.0,1350295.0,826991,10.0
384745,1350324,826735,1.59,1350321.0,826735,43.0
384748,1350324,826737,22.0,1350321.0,826737,48.3
384749,1350327,826735,0.056,1350322.0,826735,0.059
384752,1350327,826737,2.65,1350322.0,826737,1.9
384753,1350335,826735,0.016,1350334.0,826735,0.16
384754,1350368,828173,10.6,1350361.0,828173,6.2
384757,1350368,828174,10.6,1350361.0,828174,6.2
384758,1350369,828173,7.9,1350363.0,828173,4.9
384761,1350369,828174,7.9,1350363.0,828174,4.9
384762,1350434,827636,1.41,1350433.0,827636,2.34
384768,1350434,827637,3.59,1350433.0,827637,1.89
384774,1350434,827638,4.28,1350433.0,827638,5.85
384780,1350434,827639,37.2,1350433.0,827639,14.6
384786,1350434,827640,100.0,1350433.0,827640,20.3
384787,1350435,827636,2.22,1350433.0,827636,2.34
384793,1350435,827637,6.02,1350433.0,827637,1.89
384799,1350435,827638,4.01,1350433.0,827638,5.85
384805,1350435,827639,70.1,1350433.0,827639,14.6
384811,1350435,827640,100.0,1350433.0,827640,20.3
384812,1350486,827650,8.89,1350484.0,827650,2.74
384819,1350661,828218,46.7,1350663.0,828218,50.8
384830,1350661,828217,50.3,1350663.0,828217,4.9
384841,1350661,828213,5.9,1350663.0,828213,43.1
384852,1350661,828212,89.3,1350663.0,828212,171.2
384863,1350661,828211,276.1,1350663.0,828211,200.0
384869,1350666,828218,78.3,1350663.0,828218,50.8
384880,1350666,828217,9.8,1350663.0,828217,4.9
384891,1350666,828213,7.1,1350663.0,828213,43.1
384902,1350666,828212,55.7,1350663.0,828212,171.2
384913,1350666,828211,300.0,1350663.0,828211,200.0
384924,1350666,828289,200.0,1350663.0,828289,200.0
384935,1350666,828290,200.0,1350663.0,828290,200.0
384946,1350666,1642199,200000.0,1350663.0,1642199,200000.0
384957,1350666,1640464,55700.0,1350663.0,1640464,171200.0
384968,1350666,1642200,7100.0,1350663.0,1642200,43100.0
384985,1350672,828218,,1350662.0,828218,
384994,1350672,828217,158.1,1350662.0,828217,235.0
385003,1350672,828213,6.4,1350662.0,828213,500.0
385012,1350672,828212,72.9,1350662.0,828212,133.9
385021,1350672,828211,200.0,1350662.0,828211,19.6
385062,1350672,1642199,200000.0,1350662.0,1642199,19600.0
385071,1350672,1640464,72900.0,1350662.0,1640464,133900.0
385080,1350672,1642200,6400.0,1350662.0,1642200,500000.0
385081,1350673,828284,1.6,1350667.0,828284,1.6
385098,1350673,828283,1.6,1350667.0,828283,1.6
385115,1350673,828218,3.67,1350667.0,828218,0.82
385132,1350673,828217,9.7,1350667.0,828217,9.7
385149,1350673,828213,3.6,1350667.0,828213,0.8
385166,1350673,828212,197.1,1350667.0,828212,200.0
385183,1350673,828211,11.7,1350667.0,828211,26.0
385200,1350673,828285,1.6,1350667.0,828285,1.6
385217,1350673,828286,1.3,1350667.0,828286,1.4
385234,1350673,828287,1.3,1350667.0,828287,1.4
385251,1350673,828288,1.3,1350667.0,828288,1.4
385268,1350673,828289,200.0,1350667.0,828289,200.0
385285,1350673,828290,200.0,1350667.0,828290,200.0
385302,1350673,1642199,11700.0,1350667.0,1642199,26000.0
385319,1350673,1640464,197100.0,1350667.0,1640464,200000.0
385336,1350673,1642200,3600.0,1350667.0,1642200,800.0
385337,1350914,828336,3.3,1320393.0,828336,3.1
385343,1350916,828336,4.0,1320393.0,828336,3.1
385349,1350918,828336,5.9,1320393.0,828336,3.1
385355,1350917,828336,11.6,1350911.0,828336,7.7
385356,1350919,828336,6.3,1350911.0,828336,7.7
385357,1350920,828336,7.4,120613.0,828336,12.3
385366,1350924,828336,40.0,120613.0,828336,12.3
385385,1350922,828336,15.8,440023.0,828336,30.5
385388,1350926,828336,7.1,440023.0,828336,30.5
385395,1350934,826559,1.3,1350929.0,826559,1.9
385396,1351114,827136,0.007,1351112.0,827136,0.012
385399,1351114,827135,2.9,1351112.0,827135,3.3
385400,1351165,827316,1.12,1351152.0,827316,4.67
385401,1351165,827316,1.12,1351152.0,827316,16.5
385402,1351165,827316,1.12,1351152.0,827316,5.33
385403,1351165,827316,1.12,1351152.0,827316,4.78
385406,1351165,827316,5.95,1351152.0,827316,4.67
385407,1351165,827316,5.95,1351152.0,827316,16.5
385408,1351165,827316,5.95,1351152.0,827316,5.33
385409,1351165,827316,5.95,1351152.0,827316,4.78
385416,1351165,827317,30.0,1351152.0,827317,30.0
385417,1351165,827317,30.0,1351152.0,827317,30.0
385418,1351166,827316,0.99,1351152.0,827316,4.67
385419,1351166,827316,0.99,1351152.0,827316,16.5
385420,1351166,827316,0.99,1351152.0,827316,5.33
385421,1351166,827316,0.99,1351152.0,827316,4.78
385424,1351166,827316,6.01,1351152.0,827316,4.67
385425,1351166,827316,6.01,1351152.0,827316,16.5
385426,1351166,827316,6.01,1351152.0,827316,5.33
385427,1351166,827316,6.01,1351152.0,827316,4.78
385434,1351166,827317,30.0,1351152.0,827317,30.0
385435,1351166,827317,30.0,1351152.0,827317,30.0
385436,1351167,827316,0.74,1351152.0,827316,4.67
385437,1351167,827316,0.74,1351152.0,827316,16.5
385438,1351167,827316,0.74,1351152.0,827316,5.33
385439,1351167,827316,0.74,1351152.0,827316,4.78
385442,1351167,827316,6.13,1351152.0,827316,4.67
385443,1351167,827316,6.13,1351152.0,827316,16.5
385444,1351167,827316,6.13,1351152.0,827316,5.33
385445,1351167,827316,6.13,1351152.0,827316,4.78
385452,1351167,827317,22.9,1351152.0,827317,30.0
385453,1351167,827317,22.9,1351152.0,827317,30.0
385458,1351167,827317,4.64,1351152.0,827317,30.0
385459,1351167,827317,4.64,1351152.0,827317,30.0
385460,1351282,826598,40.0,1351277.0,826598,23.0
385470,1351282,826599,631.0,1351277.0,826599,263.0
385478,1352535,826598,45.0,1351277.0,826598,23.0
385488,1352535,826599,2060.0,1351277.0,826599,263.0
385496,1351316,826120,0.055,1351317.0,826120,0.14
385500,1351316,826121,0.34,1351317.0,826121,0.72
385504,1351316,826122,0.45,1351317.0,826122,0.25
385505,1351379,828454,0.001,1351382.0,828454,0.004
385508,1351379,828455,0.54,1351382.0,828455,0.033
385509,1351384,828454,0.003,1351370.0,828454,0.004
385521,1351384,828455,0.52,1351370.0,828455,0.1
385531,1351461,826668,0.01,1351456.0,826668,0.009
385538,1351461,826669,0.26,1351456.0,826669,0.074
385543,1351466,826120,0.056,1351342.0,826120,0.045
385547,1351466,826121,2.22,1351342.0,826121,5.2
385551,1351466,826122,0.424,1351342.0,826122,0.115
385556,1351616,827957,10.0,1351613.0,827957,25.0
385567,1351616,827956,5.0,1351613.0,827956,8.0
385572,1351617,827961,25000.0,1351613.0,827961,25000.0
385583,1351617,827960,10000.0,1351613.0,827960,10000.0
385594,1351617,827959,5.0,1351613.0,827959,16.0
385605,1351617,827958,14.0,1351613.0,827958,2.0
385616,1351617,827957,5.0,1351613.0,827957,25.0
385627,1351617,827956,2.0,1351613.0,827956,8.0
385638,1351617,827972,50.0,1351613.0,827972,50.0
385649,1351617,827973,10.0,1351613.0,827973,37.0
385660,1351617,827974,15.0,1351613.0,827974,50.0
385671,1351617,827975,50.0,1351613.0,827975,24.0
385676,1351618,827957,89.0,1351613.0,827957,25.0
385687,1351618,827956,45.0,1351613.0,827956,8.0
385692,1351644,827983,13.0,1351643.0,827983,19.0
385693,1351666,826197,115.0,1351667.0,826197,164.0
385695,1351691,826224,900.0,1351681.0,826224,650.0
385697,1351737,828507,124.0,577057.0,828507,22.0
385698,1351801,827986,,1351799.0,827986,
385699,1351852,826811,1.29,1101904.0,826811,0.77
385700,1351902,826232,0.35,1351900.0,826232,0.29
385701,1351903,826232,0.6,1351900.0,826232,0.29
385702,1351913,826232,0.28,696699.0,826232,0.32
385704,1351914,826232,0.31,696699.0,826232,0.32
385706,1352003,827988,2.2,1352002.0,827988,3.1
385709,1352003,827989,30.0,1352002.0,827989,49.0
385710,1352007,827988,3.0,1352002.0,827988,3.1
385713,1352007,827989,23.0,1352002.0,827989,49.0
385714,1352009,827988,2.0,1352002.0,827988,3.1
385717,1352009,827989,11.0,1352002.0,827989,49.0
385718,1352010,827988,2.0,1352002.0,827988,3.1
385721,1352010,827989,30.0,1352002.0,827989,49.0
385722,1352011,827988,2.4,1352002.0,827988,3.1
385725,1352011,827989,12.0,1352002.0,827989,49.0
385726,1352012,827988,5.5,1352002.0,827988,3.1
385729,1352012,827989,90.0,1352002.0,827989,49.0
385730,1352013,827988,2.1,1352005.0,827988,1.4
385735,1352013,827989,7.0,1352005.0,827989,7.0
385738,1352093,827455,4.0,1352092.0,827455,14.0
385739,1352094,827455,2.0,1352092.0,827455,14.0
385740,1352140,827988,2.0,1352137.0,827988,1.0
385745,1352140,827989,25.0,1352137.0,827989,9.0
385748,1352141,827988,1.4,1352138.0,827988,1.0
385751,1352141,827989,8.0,1352138.0,827989,2.0
385752,1352142,827988,1.9,1352139.0,827988,1.0
385755,1352142,827989,5.0,1352139.0,827989,11.0
385783,1352155,828005,1.7,1339951.0,828005,2.3
385792,1352155,828002,0.8,1339951.0,828002,1.9
385801,1352155,828001,0.9,1339951.0,828001,0.76
385804,1352186,826879,16.8,1352181.0,826879,29.5
385809,1352186,826884,33.2,1352181.0,826884,12.3
385814,1352186,826885,199.4,1352181.0,826885,4.0
385819,1352186,826886,59.2,1352181.0,826886,1.0
385833,1352236,827464,27.3,212538.0,827464,15.3
385850,1352236,827465,17.7,212538.0,827465,23.7
385860,1352552,826811,0.39,835217.0,826811,0.26
385865,1352553,826811,0.6,835217.0,826811,0.26
385870,1352574,826614,96.0,1352390.0,826614,329.0
385875,1352574,826615,272.0,1352390.0,826615,444.0
385880,1352574,826616,767.0,1352390.0,826616,90.0
385885,1352574,826617,21.0,1352390.0,826617,291.0
385886,1353245,828583,2.8,1353246.0,828583,4.1
385887,1353245,828583,2.8,1353246.0,828583,5.39
385888,1353245,828583,5.55,1353246.0,828583,4.1
385889,1353245,828583,5.55,1353246.0,828583,5.39
385890,1353546,828928,0.03,1353274.0,828928,0.026
385891,1353667,828843,0.021,1353665.0,828843,0.04
385901,1353667,1527793,90.0,1353665.0,1527793,50.0
385906,1353667,1528380,90.0,1353665.0,1528380,50.0
385915,1353674,1445758,27.0,1822557.0,1445758,115.0
385918,1353674,1445757,13.0,1822557.0,1445757,37.0
385940,1353778,830322,0.095,1353765.0,830322,0.1
385945,1353778,830323,0.785,1353765.0,830323,0.911
385950,1353778,830324,0.178,1353765.0,830324,0.669
385955,1353778,830325,0.853,1353765.0,830325,0.936
385956,1353805,830489,0.004,1353802.0,830489,0.012
385959,1353805,830488,0.23,1353802.0,830488,0.72
385960,1353809,830489,0.003,1353802.0,830489,0.012
385963,1353809,830488,0.048,1353802.0,830488,0.72
385964,1353808,830489,0.035,1353807.0,830489,0.013
385967,1353808,830488,10.0,1353807.0,830488,0.97
385968,1353956,829655,0.17,1353955.0,829655,0.33
385969,1353961,829655,0.13,1353960.0,829655,0.16
385971,1353962,829655,0.043,1353963.0,829655,0.073
385979,1354037,830583,58.2,1203731.0,830583,56.6
385986,1354037,830582,0.026,1203731.0,830582,0.002
385988,1354067,830020,5.79,1354331.0,830020,1.25
385990,1354069,830020,10.07,1354331.0,830020,1.25
385992,1354070,830020,9.69,1354331.0,830020,1.25
385994,1354328,830020,8.19,1354331.0,830020,1.25
385996,1354095,830642,7.3,1354096.0,830642,4.0
385997,1354116,830659,7.8,1354112.0,830659,10.0
386000,1354116,830658,1.0,1354112.0,830658,1.0
386001,1354119,830659,0.36,1354114.0,830659,10.0
386004,1354119,830658,0.36,1354114.0,830658,1.0
386005,1354120,830659,0.091,1354113.0,830659,2.7
386008,1354120,830658,0.1,1354113.0,830658,1.0
386013,1354123,830672,0.15,1354121.0,830672,0.18
386016,1354123,830680,10.0,1354121.0,830680,10.0
386017,1354124,830672,0.15,1354121.0,830672,0.18
386020,1354124,830680,10.0,1354121.0,830680,10.0
386021,1354370,830672,0.32,1354121.0,830672,0.18
386024,1354370,830680,10.0,1354121.0,830680,10.0
386025,1354372,830672,0.51,1354121.0,830672,0.18
386028,1354372,830680,10.0,1354121.0,830680,10.0
386029,1354373,830672,0.6,1354121.0,830672,0.18
386032,1354373,830680,10.0,1354121.0,830680,10.0
386033,1354126,830672,0.53,1354377.0,830672,1.44
386036,1354126,830680,10.0,1354377.0,830680,10.0
386037,1354136,828612,10.5,1354131.0,828612,9.9
386040,1354136,828613,10.0,1354131.0,828613,9.8
386041,1354137,828612,11.0,1354132.0,828612,9.1
386044,1354137,828613,10.0,1354132.0,828613,9.3
386045,1354302,828728,43.0,1354301.0,828728,8.0
386059,2051154,1538989,1430.0,1354301.0,1538989,520.0
386073,2051154,1538990,1480.0,1354301.0,1538990,610.0
386087,2051154,1538978,11000.0,1354301.0,1538978,5020.0
386101,2051154,1538991,5300.0,1354301.0,1538991,4500.0
386110,1354334,830020,14.37,1354345.0,830020,13.3
386111,1354339,830020,4.76,1354345.0,830020,13.3
386113,1354340,830020,5.22,1354345.0,830020,13.3
386115,1354341,830020,12.89,1354345.0,830020,13.3
386116,1354344,830020,12.89,1354345.0,830020,13.3
386117,1354356,830642,1.7,1354097.0,830642,4.5
386118,1354357,830642,9.4,1354363.0,830642,11.0
386119,1354385,830672,0.32,1354383.0,830672,0.34
386122,1354385,830680,10.0,1354383.0,830680,10.0
386123,1354387,830672,0.84,1354383.0,830672,0.34
386126,1354387,830680,10.0,1354383.0,830680,10.0
386127,1354386,830672,0.34,1354390.0,830672,15.0
386130,1354386,830680,10.0,1354390.0,830680,10.0
386131,1354631,830160,37.6,1354625.0,830160,1.3
386132,1354632,830160,209.0,1354625.0,830160,1.3
386133,1354652,830672,0.02,1354644.0,830672,0.05
386136,1354652,830680,10.0,1354644.0,830680,10.0
386137,1354655,830672,0.09,1354644.0,830672,0.05
386140,1354655,830680,10.0,1354644.0,830680,10.0
386141,1354654,830672,0.09,1354646.0,830672,0.26
386144,1354654,830680,10.0,1354646.0,830680,10.0
386145,1354666,828928,0.023,1354676.0,828928,0.031
386146,1354708,829608,743.5,1354701.0,829608,375.9
386149,1354708,829609,675.2,1354701.0,829609,365.2
386151,1354746,829363,4.36,1354743.0,829363,3.77
386152,1354746,829364,100.0,1354743.0,829364,100.0
386155,1354747,829363,3.55,1354743.0,829363,3.77
386156,1354747,829364,87.3,1354743.0,829364,100.0
386158,1355087,829290,5.3,1355076.0,829290,7.3
386159,1355088,829290,3.4,1355076.0,829290,7.3
386160,1355089,829290,5.7,1355076.0,829290,7.3
386161,1355090,829290,7.9,1355076.0,829290,7.3
386162,1355091,829290,6.3,1355081.0,829290,6.6
386163,1355092,829290,4.4,1355081.0,829290,6.6
386164,1355093,829290,1.9,1355081.0,829290,6.6
386165,1355094,829290,3.4,1355081.0,829290,6.6
386167,1355095,829292,3.2,1173990.0,829292,1.6
386172,1355096,829292,8.0,1173998.0,829292,3.3
386173,1355152,1693457,12.8,418977.0,1693457,21.7
386174,2220964,1693457,14.2,418977.0,1693457,21.7
386175,2245217,1693457,18.6,418977.0,1693457,21.7
386178,1355215,829292,6.6,1355219.0,829292,2.7
386179,1355217,829292,7.2,1355219.0,829292,2.7
386180,1355218,829292,4.8,1355219.0,829292,2.7
386182,1355216,829292,4.8,1174213.0,829292,4.2
386183,1355220,829292,3.8,1355349.0,829292,2.2
386200,1355947,830890,0.43,1355945.0,830890,0.18
386207,1356292,831048,10000.0,1356288.0,831048,10000.0
386210,1356292,831047,434.0,1356288.0,831047,152.0
386218,1356311,831048,10000.0,355818.0,831048,10000.0
386222,1356311,831047,1117.0,355818.0,831047,574.0
386223,1356412,832301,29.06,1356277.0,832301,78.77
386227,1356412,832302,102.07,1356277.0,832302,110.2
386231,1356412,832300,15.6,1356277.0,832300,5.66
386232,1356414,832301,138.81,1356277.0,832301,78.77
